"ms","A","B","C","D","Y"
56,7.43367368067961,-3.74797123062281,6.49364504308525,9.56874346510267,8.23561071355467
57,7.0664522042131,-4.55208624419854,6.85537521802134,9.74427083988103,6.91467967888475
58,6.02231757789657,-4.75271191382302,6.19522761173897,12.1147938326031,10.5031581942335
59,6.59203720533898,-4.41371493746871,6.36044649359397,12.5153974585752,9.38581326844526
60,6.45698260145816,-4.07549357147456,4.67728757013079,14.0742157365468,15.3168782385726
61,8.85860036196294,-4.78472298999538,4.31060090000681,14.3944695314987,11.9854250268881
62,8.81936035922977,-4.26175410961366,6.08113481779103,13.4372097461402,16.2174591952055
63,9.50909972168054,-4.61539939319455,6.540394448406,12.1128152366734,18.6382262811722
64,9.53710188046121,-5.39347815448223,6.25219079566109,11.2880860950283,11.1433012197072
65,8.7938286715788,-4.59617492637223,7.57431038785985,11.24538782356,12.3592522074521
66,8.98262097109315,-5.50162644937078,7.57062708520011,11.5777447242616,14.7041244270652
67,7.17766234220211,-6.46266192451243,7.67774422568711,10.8227334697312,13.2884200165624
68,8.64321720376499,-6.71999776732238,8.43980140443556,8.01872034762834,14.2849484425837
69,8.79647054197689,-6.30916138950905,9.21145667924886,5.53124862237267,12.1720189985953
70,10.969082212339,-6.70420158586909,8.82435037063074,5.14400620970905,14.7380400670348
71,11.4445917412387,-5.62215734359116,8.5429366202911,5.81691713228842,11.7420337224585
72,10.7346453103169,-5.56979769308795,10.1224394999381,6.2940347399994,7.51338889433974
73,11.3453716638059,-4.3148773386176,8.70703429529994,6.59926160148097,9.97165903279411
74,10.4112740321617,-4.29280528083702,8.75287938622157,6.53701352901502,6.33079163434846
75,9.15764063192259,-3.18046642089804,7.71736087883354,7.55585097425305,13.3098719654948
76,9.44908686744006,-3.53867134121312,6.35445450629523,6.50349777313846,12.4509308044818
77,9.00579499422162,-1.60556738349746,7.10540950275243,4.91739152186632,6.66534357785678
78,9.00690034585325,-1.7181596398819,8.07263212618148,4.54282661582114,10.8738419909077
79,9.08124167000491,-0.88612941488141,7.29199852479891,4.32415054096091,12.9813283039288
80,8.49172072381684,0.0954340928686001,8.2203797294431,1.86315978844534,0.0734936045384593
81,7.92305199099834,1.13652057214453,9.74650886081384,1.51015038845969,7.56806139763875
82,7.78787337587451,1.08067323903509,9.5226406082186,1.68731305541987,9.07929692550603
83,8.96596037244771,1.25639033586211,8.96697779605083,0.267447550640795,6.68619529679678
84,7.44239357201795,0.345464098951466,6.91118953285587,-0.311195111476654,5.16271148826647
85,8.03633975964637,-1.18716960608826,7.495770370577,0.269562320841815,4.85892929630524
86,8.36929013085989,-0.143346448727943,6.0417306127142,1.05042526003301,6.32004187076247
87,9.43238996813625,1.1237912748784,5.8982952329177,1.48675696009943,6.64177288102156
88,9.12820604450195,0.378048862152664,5.8688691246134,0.903250310284202,7.6550889820533
89,9.49822485441824,0.163427921919969,6.09966854703214,1.92657712268185,7.17011670593767
90,9.76532364519047,-1.27740381569059,4.17825802599064,1.23950573698069,4.02836251831403
91,9.22280361419882,-0.24094152394639,3.78137468269109,2.62297135738299,5.32035088029822
92,10.430671420182,-0.0543992222892243,4.16245688504593,2.78821201101459,14.1191004350284
93,11.5910740358769,-0.0707522160053546,4.26344836635212,3.56638665916496,12.7851954223323
94,12.2912876853919,-1.19291214880144,4.07893345817584,3.69529121273892,5.65616241079065
95,13.8781211399328,0.0254054745234023,4.44885344210734,4.23646877451982,13.6449703195517
96,14.4366075654981,-0.184014638593386,4.38631722738618,4.56564321414036,8.65827160430247
97,13.1600153570401,0.126880009995864,4.71912063752948,4.70953563807044,9.26317550482292
98,12.5867499428032,0.0216009618809628,4.84394004443137,6.58573603677849,7.2884579973466
99,11.3621373279048,1.11784956209941,4.8542270675689,6.00838638140548,11.4288893180936
100,10.8887366914655,0.868910865411372,5.84222923488711,5.87803115189781,9.3846788977377
101,10.2683700142414,0.364399584825264,4.99451154201606,6.43761083460288,8.63340653188313
102,10.3104858873856,1.65938549118379,5.81648428552241,5.8661535378017,11.7423356783934
103,9.39956423883317,1.81197063893006,5.00122981509725,4.41672619668407,8.53790732845482
104,9.55759301123724,1.50039626498992,6.06544414104536,5.61014759043859,12.2089982202803
105,8.90300836731842,0.430195855403857,5.29753285527091,5.86622226546239,5.70836414654062
106,10.6702956366911,1.00005431097257,6.59975742528988,6.4469315375065,8.39849496131407
107,11.3870031127083,0.510598633145977,7.0768482555423,8.58032734518117,11.4447057665903
108,12.2971773422035,0.761363242455724,6.41179533310064,9.52023723137661,12.4658498717677
109,12.6813627000298,0.500150380271965,5.36036745235875,9.96724585995857,20.6274523035145
110,14.3635387805493,0.761682681309806,4.40793220224696,8.91013527954344,13.2437603172394
111,13.7278023266003,2.19276165188289,5.06702724290796,7.92943013935893,20.3276913545103
112,13.2661575962397,2.58884648773044,4.95456363228857,8.58831324002408,11.2128788352134
113,14.6984398347814,2.11366177541951,5.35041469367233,9.0956018217693,15.1501134332155
114,14.047743481471,3.90229451498802,4.90833428451923,9.01300116572325,18.9790011591267
115,13.8403627378691,3.85118457802884,3.92033962351534,8.2402817336022,-0.823051935003894
116,13.4475548084271,3.11172607695525,4.58314456963036,10.0082487305247,18.8006163758778
117,13.1275619398786,5.19109133568665,4.85058012845093,10.9294880923076,16.3204677237889
118,12.848448636902,5.56776412620545,4.83707115890417,11.2916283449478,15.2847706236385
119,13.3426369681698,3.27827637278046,6.13164820210538,11.6087131135439,15.8772532948435
120,13.1653064859002,4.46310316728093,6.33748125905571,11.1739905614757,17.7832500959847
121,12.659349023786,4.76853006979752,5.23311248876181,12.0481651736965,13.4462939062027
122,14.0023878489564,5.41315965201237,4.42040419824001,11.4312913358557,21.0652966868455
123,13.7878084404095,6.57688652437808,5.12916119523063,11.6339007033366,18.950735888195
124,13.6082519103661,7.51222070028214,5.58333151784145,11.7019351014481,19.282676526796
125,13.5080611691526,7.61020351286542,6.92276568766689,11.9440489604877,9.72818235769466
126,14.220727476204,8.37843886300596,5.1971972315531,13.1103496887833,8.77845443087716
127,14.1471630720776,9.48670857123865,5.50680563089197,12.362911773688,20.2693912870875
128,14.1095289006106,9.10127860725706,6.06569206156479,12.1283254945498,20.575929627166
129,13.4278684218549,9.50433582746374,6.16253566643738,11.6212399331444,22.4611275054725
130,13.1035981496086,9.22687703608875,5.4009076335461,12.4142812593092,18.994056864913
131,13.1637585900431,9.78419055097705,6.04497215334673,12.1092192518693,20.4932109712122
132,12.5748641037835,9.58753708048951,4.686123048059,12.1080071486509,19.6592497224861
133,13.106360296416,9.5056044439624,4.97134349620862,11.619861225841,20.5925022530595
134,11.5879662146293,10.1679508048453,4.72978923084481,12.4236911448935,22.4032235424631
135,11.894524075419,9.80180416608208,6.21963443271889,11.9501605008605,18.8363104883674
136,10.3580742518814,10.3970285959817,6.19411688711768,11.6697253182517,20.4071247279125
137,10.0570981250448,9.58142309888234,7.722884724915,10.2865043948847,16.9326777677701
138,9.52881822059982,8.67461706606026,7.78494701500064,10.5758522647773,16.7033911423155
139,8.87672343991882,7.25101022117681,8.91912970460309,10.0887363700455,14.5935541247691
140,8.81982666207142,7.60131355031124,7.50262312839791,10.4491154045103,17.6734468823757
141,6.90546723639141,7.7593511237741,8.15998557689968,10.887784472608,15.7044231429527
142,8.08205054840997,5.68658086226747,7.14968164708977,11.2018460233663,17.4493612569643
143,6.41707811219797,6.50818661035732,7.0392472096542,9.89763563943979,13.8112159854349
144,5.95354771072559,5.91530020541226,8.8395619040553,9.96317809292939,14.8684654781985
145,4.83762760568274,4.93552618268799,8.57826541276656,8.6114061879357,11.106996206125
146,4.08680860448929,5.09756742062669,7.78427749379313,8.40926210586625,7.86276408425708
147,6.17397515011764,5.70447644963424,7.98300195829452,9.95172508527669,12.0461581982597
148,6.19137076981089,5.0442653297296,9.56379373918752,8.79024063389839,20.3218017997081
149,4.90507023937657,4.54424299864178,8.04119255971172,9.2493482586206,15.0684480312967
150,3.26446470495799,4.04780433590035,7.88449675762567,9.2312970472949,12.0753024343156
151,3.71465180623064,2.15354152225441,6.31656627408897,7.84214382989015,7.2152164994586
152,3.696091973516,1.6437492212706,8.91442786906349,7.02486479688649,9.19050900828738
153,3.37802359897216,0.86611949381668,10.4680345875218,5.70890461045232,7.63034177580498
154,2.44866145151846,1.60257848835735,11.0682170219244,6.08451474669629,10.2524671857064
155,0.961201141376973,2.95998204762077,11.9359274796879,4.67331125782434,9.8848908410304
156,-0.113991155238708,2.97386157988903,13.5346161668008,4.04163295238928,3.9687939348953
157,0.886037648475206,1.46913766133082,14.257946456732,4.79882208115062,7.55301922324836
158,0.264770953678383,2.36216462354986,13.1449660462682,6.58898877898005,10.9835107137819
159,-1.11965589370611,1.93087288052205,11.9084902187225,9.18821062176041,8.28901458753055
160,0.749634728717472,2.35309656848368,13.1162967118445,9.68752299982525,11.4027413649649
161,1.17473510608992,2.01323292958247,14.0863671415328,11.0386935756673,11.0566037021638
162,0.936088005176887,1.51513085326171,14.397976200966,11.7460343109433,12.8872535847579
163,1.99457105388591,0.484999752399805,15.0271425200385,11.3799627603583,15.9254073181358
164,2.88099370526084,1.23503569202938,15.2533844648915,11.509898638956,9.37980075747075
165,2.2617506570297,0.646238508188064,15.8662324722693,10.649958091209,12.6217262585614
166,4.46785312157016,2.00272449731248,16.1661382266757,10.8684580269409,14.1346710213083
167,4.21282609142915,2.64417518256446,16.8504457316883,10.7850564142173,14.6882587031137
168,2.78833144121634,3.75587637647656,17.4166449497741,11.4126844428176,15.0291074185023
169,2.64393183926212,2.87047099431259,17.9261655467817,11.6306634215219,16.4982026778255
170,2.85147017849447,1.83152967437377,17.2340161566933,11.9401545733349,14.5550565486079
171,5.15944857755383,2.81768740036883,17.9127923463671,11.4906468802755,12.3496871824096
172,5.26525094544754,2.11900442708399,20.7216747059462,12.2849308973738,14.3241937396631
173,5.72224975087095,1.2728757511493,21.0875308058589,13.2869886946495,17.5318981368991
174,5.64509681551442,0.853002314809093,22.1122923545317,12.2951625881595,18.0065865662885
175,5.31109597314788,1.12752278062935,22.1589486133702,13.8157126089247,18.2966300653045
176,5.2763699448366,2.91511080967494,24.1333559168765,13.1531163310054,19.1281408186553
177,6.06400955046676,4.00114846717394,24.6270159162433,12.5865829225581,20.5810937860378
178,8.13925455911905,2.94848277836944,24.7962583824278,13.9834658802192,21.7755616834892
179,9.16664699788281,3.23590269918148,24.4956459894906,15.2180176802674,20.663965287302
180,10.3745553962695,4.34207455025166,24.1516536321987,15.2351442457235,22.153488987748
181,9.14323197471147,3.68941085119487,24.2318704198105,15.7180891442061,21.5265374835438
182,10.1271275447649,4.5150186528069,25.1061485193071,14.030696302391,14.638408909395
183,10.3470523484255,5.26497207167779,27.2361852313668,15.7690908358865,20.6401062841432
184,8.87980231933326,5.49512440262625,26.0646579353377,17.4762515305566,22.8809244298944
185,9.4008250619814,7.19354165835734,25.741931328647,17.5263802990031,24.1755186082325
186,9.24207045726538,7.50939802888255,25.3829835552659,17.664450160656,22.014691052397
187,10.7066577692352,5.63528745369499,24.995741891061,19.7888852170715,28.1082467548022
188,9.94057576963052,6.24158218297194,24.6089374635532,19.4832241097305,28.8079449932566
189,9.51036401570197,7.12060062662605,25.3517166279104,17.9955037485275,24.1726155877535
190,8.58425451832453,6.02749866678012,25.3234873612067,17.2242957980116,23.1926865182867
191,8.40715055688799,5.79004393665834,25.5607924286637,16.3707202760436,23.7981981019114
192,8.80916233637433,5.29840546987238,24.7523174316847,14.570828594023,24.512789444236
193,8.07741416325472,5.91469013206077,24.7692645895201,15.6459544384881,20.1385940495454
194,8.9077873312364,5.6682613477508,24.5624760514159,15.8372034014691,25.1295705979022
195,7.69970454493193,6.59188524446121,25.3959851658669,17.706668854668,25.2140054566141
196,6.65172013212419,5.86873730757252,26.0702222492447,17.5250437025454,19.2703597542085
197,8.09287783896847,6.50321485187143,26.3152109299317,19.3147921300471,24.5112881039402
198,7.07703037366382,7.83449967116749,25.0667882143302,17.7533774597569,24.4206272394614
199,7.48900508598134,8.76546915464096,24.0910311506297,18.7496832549527,24.8912701628202
200,7.10792903487242,10.3740412499113,24.0529982620309,18.3568650862664,25.1550952163951
201,7.51733087452335,10.1166738269207,22.9252342428303,15.7196680128345,23.5051994319733
202,9.2062041607274,9.49068678192563,23.7939465819287,16.0681915999506,22.63384520331
203,10.7927925941694,9.18553394280293,24.0009292648999,17.0344364096482,27.5725587141354
204,10.4618847934866,9.01804707613082,22.5521487381336,17.4365874416077,26.8667045525355
205,8.17664925819414,10.0141329783969,22.1494574896511,16.3362602962274,11.3695187731333
206,10.6743108480283,11.2000347179343,22.3371272260852,16.812020358208,27.4443787145136
207,11.3413770147938,10.310358531301,23.0237432790566,16.556461372246,27.9790776719202
208,11.8827043507575,10.3506684330762,23.8651356628961,16.1053875082933,26.9141481547026
209,11.8693048276116,9.70923297830256,24.2816673920979,14.6818002228478,27.1510553320523
210,12.3794132505645,9.79204569838071,22.9922034131631,15.1746524402377,18.9084316194916
211,12.2150374187948,12.1386768068353,24.6805195289795,16.2474277367139,28.0567570581563
212,12.6357320620494,11.8592897472369,25.5103454053662,16.0600958745134,30.2086256974297
213,12.2354853180717,9.0887067832598,25.1129708922918,15.886068560236,27.7033471156071
214,10.8652774405243,9.24238392394604,22.705619540451,15.9497605244712,28.9041744153736
215,11.8531157079791,8.9561828082562,23.0084045691041,16.0774720465889,26.425987936102
216,13.3728607334787,9.2669369266557,22.2193868626255,17.3948818374848,30.1267734884947
217,13.0641201642531,8.86199617763642,22.8385635994222,17.8664033375869,26.4052815862539
218,11.8108304086454,8.70087623920562,23.0548072591995,18.048635037091,31.1487229919053
219,12.4530717143232,9.39486081172668,24.2660118460853,16.9004901182922,24.9702820038909
220,12.4083625774292,10.6650078352513,24.7511945862761,16.5317073164944,23.0020397590141
221,10.6751441706044,11.4307220011495,22.8420383963082,16.3182603224197,24.9559048260255
222,10.6772760302846,10.465270138501,22.5847508503006,17.0753114931862,23.1239343255628
223,10.0469756963565,7.68015984989917,22.935895755966,17.5764298653971,21.6033985376471
224,9.7060071164961,7.5997942130288,23.5335712870459,17.6015316507755,26.6344636417466
225,8.54943475386025,8.84839906145831,25.0463225474547,17.1658649961861,25.4175137257822
226,10.3525766617777,8.68100905209716,25.4254025710001,17.9283348676732,26.1749764930045
227,10.0214446253865,7.4885040522641,26.4889674472967,18.2366002011646,28.6681834019567
228,8.41593121313341,6.43012507683455,27.3008071096073,17.1873596763824,21.4393731087042
229,8.61312465187289,6.44607860229302,26.0951591513803,16.3577579065464,22.2168796153623
230,8.87630029827837,6.14619812211298,25.7386347624014,15.7200635189703,25.3341584519178
231,7.89047359786908,4.60261902651633,23.9671630550632,15.6425433583526,22.1690062837793
232,5.00155292618953,5.31078957177018,22.8408014333621,15.41888996756,22.7850813977189
233,4.36107122362442,3.99039040875068,23.423861954967,13.8644836349363,18.2703199378261
234,4.9315788595449,4.44955636379445,23.6610839215663,15.0102498457874,15.5593052512762
235,4.87185558350229,4.69232072818676,22.5899763547968,16.4905127578971,18.8727625957206
236,4.77367683949706,5.79369732758624,23.1035587122682,18.7671195370824,22.5476971833577
237,5.33449756811717,5.75675876951662,22.2973235778698,20.4075164586662,22.635259587898
238,4.1480389295377,5.14756064406519,23.4860844934238,18.9081391851495,18.4352451833845
239,5.24481597381194,4.78691648180787,21.9043338611182,17.83184802098,17.1615875551003
240,5.23947194553378,5.4092910519156,20.8130684582867,16.0852903479994,21.1146027690781
241,5.94678261293186,4.5788764569863,21.0703963066583,16.5432686958679,24.2948189059665
242,6.98089034766932,4.99347627513107,19.966800156698,16.9285842457538,20.9965991061052
243,7.20437076258462,5.11023396078863,18.8153264280756,16.9798248636434,24.6131509576505
244,6.3256631497186,3.30260382772157,19.3411576086968,16.9552564275893,27.2878960145687
245,7.48862770568593,2.32728598091353,19.0110282723078,15.9054836961628,17.2489029464608
246,5.48846276090046,2.26197540676907,19.748404504326,16.0855563986146,22.8481290718884
247,4.94367202089873,2.60905578221691,19.5585083128012,16.6190912127077,16.7784714920568
248,4.68800131174174,1.5298482244466,19.6855961185266,17.5155616833247,19.47568171019
249,4.52188027497674,1.85823775085044,19.6925902127704,18.4884385755649,16.7516209853101
250,5.54234418376085,1.31310261430978,20.3637518518026,18.498969032795,17.9240543829331
251,5.67856607686362,1.80647165900732,19.4746267468775,18.2118933626472,21.6187765944846
252,6.08573368028746,3.28455240539465,18.9942359773868,17.5237994987579,21.7993381213332
253,6.01607886727456,2.84886730994175,19.9191380224337,17.099932345455,21.9926265842719
254,5.76841452565522,2.60333437436875,18.6035760470775,18.4868637144227,20.9153039587956
255,6.46396533227486,1.31876740289273,18.5372802216837,18.5553520100787,16.6318638185764
256,7.61019368949067,0.179086853565166,18.9223226993968,18.4594859564567,21.0636452284929
257,5.20709747459879,1.47712333559206,19.8750363799658,19.2446405333819,19.8315539151495
258,5.77983702984463,0.742503890211817,19.0439900890181,20.6547889807173,22.5047549054214
259,6.15456143662329,1.00416624331249,19.29982049097,20.0259214746075,19.2380197636808
260,5.72929371506721,0.748494431364789,20.6901992436427,20.7383759232516,21.6806430424073
261,6.68030652264403,0.424023292572016,21.1628716483862,20.201303639955,23.3196391993168
262,6.29106934092565,1.5860418770568,21.8000407957736,20.5489730068418,22.7333356084734
263,6.00673867912608,1.89658961194554,22.9206607852704,19.4963981564468,20.4400967135783
264,6.86414845720588,3.03390726033823,24.2722901409592,19.4083196441061,23.3401313022833
265,8.58377575632648,3.65922806830166,23.6870671271707,18.7742743883126,20.3299795038704
266,8.85383065726371,3.10436818157145,23.6630058435537,17.17765534757,23.2708546009761
267,8.43164664747607,1.62069358896063,23.8564589039795,17.4372760162539,19.5761695513731
268,7.24253335261649,1.20499218903062,24.4947643555908,19.8313778599547,21.6960326714246
269,6.91150037373748,0.99569523335376,22.5228068503877,19.4257010033721,19.1387403762558
270,5.97167104722745,1.68909099840441,21.833621211005,18.9367673912072,21.8546254003105
271,5.71273846410867,3.16851116331838,21.0773476194004,18.1251144735539,22.2177677556023
272,6.10711763233024,2.33565532820168,19.964438680545,18.7137060010959,23.3955147890231
273,5.25526054030638,3.40813674944631,21.3035945131494,20.3296089213649,23.6864588996911
274,7.90442742140126,5.04796945907242,20.6244980366818,20.3786811639706,21.3105424692077
275,8.06043909706634,3.27224851825195,20.5702917064751,20.4519381746484,25.4687912086964
276,9.19064636452128,3.54189233249654,19.8271552352579,22.2821831389672,24.3468448799256
277,6.90152238468117,2.90429826271211,20.3646186259573,21.732627115862,19.5653975197084
278,7.64252354187661,2.71874498619165,20.007944176172,21.1034095405621,7.69342322961203
279,6.32627838142505,2.59057150893988,21.3966796749838,21.9918961664409,28.8685450411713
280,7.24608205903419,1.49884306382997,21.3747231678182,21.5675221141041,24.9301402646431
281,7.64421221448615,0.806952965175438,19.7408717386139,23.219650520645,20.1217783156519
282,7.23668363521638,1.31766087165286,19.403699793336,23.130786184173,25.0362621459195
283,8.56094226539365,1.46085160991559,19.6373307504807,22.4352991499394,20.2455294973321
284,7.85971059614673,0.107903646911158,20.5057708348988,22.7258007310279,27.6525401177172
285,7.27909629190619,-0.585601175587644,20.203350164408,24.1391909303842,21.2928339339448
286,6.27802411088077,0.109006215210228,20.0225175921772,24.5398702171742,25.0458281963428
287,5.60984550412738,1.1124911946016,19.5415967586868,24.8988518004703,24.7596959842689
288,6.55503045750046,-1.19158642550972,20.0114064400189,25.7332383567603,32.6518211995169
289,6.98873260704563,-0.902305313518479,18.6597935759163,26.302598158139,25.5992524319827
290,7.99389182472267,-0.234384811907646,18.7751968968101,26.1818712764981,24.3821316539805
291,7.60377316066899,-1.7745960325741,20.2440670433612,25.2837460967593,27.1879348925811
292,7.98014345244364,-1.26259827795163,19.8059545147592,24.9324688939131,28.728176588629
293,8.22430837693013,-1.75689806528471,21.0063246022277,24.8130642723342,26.1402700139364
294,6.79805103454759,-1.97676198732967,20.580222801934,25.0484915325389,32.6677232187197
295,8.57648032202304,-1.43706286715092,20.1720495365645,24.3725154796483,25.413502411089
296,8.71092798295672,-0.196168905364515,21.820471438363,24.6678439435201,28.9507036875286
297,9.47652698211458,-0.00240184460212637,20.8162736557014,23.3985905246083,30.9168074481459
298,10.4316636590236,1.1188843419578,22.0564829862258,24.3639086047482,24.9077594122643
299,10.3810979575813,1.94309725377403,19.9804716021818,24.2837083178097,29.0725942728827
300,10.0752825378143,2.7768416342636,18.9155443651524,23.2419807018206,32.3874567616922
301,10.9689562402398,2.42884366280687,18.5431039930783,26.0751057566334,23.809891609454
302,9.92165809117854,2.69303410138124,18.6876166010239,27.721809059645,31.257399315161
303,11.8929954774027,3.55765796127588,18.4786148692746,29.5593870272407,20.5439070612384
304,11.5093633711143,5.76055438146722,18.0185370244327,30.4165938151684,42.8990854965348
305,13.1635086733893,4.29822009022415,18.5881758045823,30.7420563644387,36.0580692268483
306,14.67572136734,4.71109083071086,18.0074559463538,29.4013717308777,37.993622802761
307,14.7586871009259,4.00040955125661,18.0241013834787,30.2533091095198,33.8867936969674
308,15.3259080157774,2.77677860909882,19.0717024617189,30.2383323384866,36.753301759158
309,14.3013595362429,2.46604959429835,18.5955208879988,31.6811637278623,36.7014881655851
310,14.6243660392653,3.58875393369425,17.3919199641687,30.8948111535506,32.0395396822466
311,15.6679784976215,4.66175899573541,17.2873621560319,33.1329787422845,35.8026167481406
312,15.7670569845187,5.51469103561142,17.3797579962819,34.3219045757865,35.9000915554564
313,15.3129200753644,5.235687932157,17.6647038184193,34.7140383537085,39.3453634539017
314,14.6571382229139,4.02418489254089,16.0454788603531,34.9541989698354,39.2727819799127
315,14.6212158002914,5.04312721818715,15.8657202960341,35.403991206012,42.9313401584792
316,15.6903772609682,5.5846683665102,16.9555504537853,35.6073276756962,37.8643803177944
317,15.2064023306669,5.70183833283281,17.3953412483245,35.0379477093939,46.131954044191
318,15.0853922193395,7.13110816530344,16.7855263912387,35.1308859514077,45.2746186844072
319,13.7912522155186,7.41809977111382,17.3616773946211,33.8890949444281,37.9199941236505
320,14.2855650515335,5.45668207546896,16.7378834794931,32.5399508971542,35.8713887480002
321,15.5934665716476,4.3566727934866,15.336667002904,31.5685208537018,33.6394494324614
322,17.0905075810504,3.69005285282902,16.8275788752941,32.2394123717966,36.5809470231425
323,17.9052103119478,3.22947750435119,15.3074655516268,32.3179798395603,37.1164530116415
324,16.0354215217452,2.59000021801294,14.9949633984691,33.8026318279373,39.1430103904716
325,16.5174510258689,1.52282738341766,14.2191212121195,33.6906615965898,37.9706591863339
326,16.9735866291701,4.39391146180996,16.2347547184546,34.127198585733,38.6968733882686
327,16.6201863433402,3.81419947934929,15.8228304854822,34.4111586357368,40.3121754539878
328,16.7906758142882,3.00111721122962,14.2659166711866,34.3229155682918,36.7325622911568
329,15.9266398601613,2.27985381315862,15.1228992763299,34.120727958652,38.116540809617
330,16.605870634177,2.46058822630155,14.5054308998638,35.7055465255194,34.0765721253559
331,16.2787696195239,1.14281739316552,13.7681396521921,34.2711611791182,37.6673922609344
